"n" "d" "nsol" "npos"
6 3 4 0
6 3 14 1
6 3 8 0
6 3 8 0
6 3 4 0
6 3 4 0
6 3 14 0
6 3 12 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 10 0
6 3 12 0
6 3 4 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 10 1
6 3 2 0
6 3 8 0
6 3 4 0
6 3 10 1
6 3 16 0
6 3 8 0
6 3 14 0
6 3 14 2
6 3 8 1
6 3 8 0
6 3 10 0
6 3 10 1
6 3 12 0
6 3 10 0
6 3 12 0
6 3 2 0
6 3 10 0
6 3 14 0
6 3 0 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 8 0
6 3 12 1
6 3 10 0
6 3 10 0
6 3 6 0
6 3 4 0
6 3 14 1
6 3 6 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 12 2
6 3 6 0
6 3 10 1
6 3 8 0
6 3 4 0
6 3 12 1
6 3 8 0
6 3 8 0
6 3 6 0
6 3 14 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 14 0
6 3 8 0
6 3 2 0
6 3 10 0
6 3 8 2
6 3 12 0
6 3 4 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 4 0
6 3 12 0
6 3 4 0
6 3 0 0
6 3 4 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 6 1
6 3 10 0
6 3 4 0
6 3 6 0
6 3 8 0
6 3 2 0
6 3 12 1
6 3 16 0
6 3 8 0
6 3 4 0
6 3 14 0
6 3 14 0
6 3 6 0
6 3 2 0
6 3 12 0
6 3 2 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 2 0
6 3 14 1
6 3 12 0
6 3 10 0
6 3 10 0
6 3 2 0
6 3 8 1
6 3 6 0
6 3 2 0
6 3 8 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 14 0
6 3 2 1
6 3 10 1
6 3 8 0
6 3 8 0
6 3 12 0
6 3 14 0
6 3 10 0
6 3 8 0
6 3 12 1
6 3 10 0
6 3 10 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 2 0
6 3 12 0
6 3 4 0
6 3 6 0
6 3 14 1
6 3 10 0
6 3 6 0
6 3 12 0
6 3 6 1
6 3 12 0
6 3 8 1
6 3 4 0
6 3 4 1
6 3 14 0
6 3 8 0
6 3 8 0
6 3 14 0
6 3 2 0
6 3 8 1
6 3 4 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 14 0
6 3 6 0
6 3 6 0
6 3 6 0
6 3 8 0
6 3 8 1
6 3 10 0
6 3 18 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 4 0
6 3 12 0
6 3 4 0
6 3 6 1
6 3 8 0
6 3 8 0
6 3 6 1
6 3 10 0
6 3 16 1
6 3 12 0
6 3 2 0
6 3 10 0
6 3 4 0
6 3 10 1
6 3 8 0
6 3 10 2
6 3 6 0
6 3 14 0
6 3 6 0
6 3 10 0
6 3 4 0
6 3 10 0
6 3 4 0
6 3 10 1
6 3 10 1
6 3 4 0
6 3 8 0
6 3 12 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 8 1
6 3 10 0
6 3 12 1
6 3 2 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 16 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 12 0
6 3 6 0
6 3 10 0
6 3 4 0
6 3 4 0
6 3 12 0
6 3 4 0
6 3 12 1
6 3 6 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 14 0
6 3 8 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 2 0
6 3 14 0
6 3 8 1
6 3 2 0
6 3 6 0
6 3 6 0
6 3 8 0
6 3 10 0
6 3 14 0
6 3 12 0
6 3 8 0
6 3 12 0
6 3 8 0
6 3 12 0
6 3 14 0
6 3 6 0
6 3 4 1
6 3 8 0
6 3 4 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 14 0
6 3 14 0
6 3 12 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 6 0
6 3 6 1
6 3 6 0
6 3 10 0
6 3 6 0
6 3 14 1
6 3 8 1
6 3 8 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 14 0
6 3 4 1
6 3 6 0
6 3 4 0
6 3 12 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 14 0
6 3 10 1
6 3 8 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 10 0
6 3 4 0
6 3 6 1
6 3 6 0
6 3 12 1
6 3 8 2
6 3 12 0
6 3 6 0
6 3 8 0
6 3 10 0
6 3 4 0
6 3 10 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 0 0
6 3 14 0
6 3 6 0
6 3 2 0
6 3 10 0
6 3 4 0
6 3 22 0
6 3 8 0
6 3 10 1
6 3 8 1
6 3 10 0
6 3 14 0
6 3 10 0
6 3 14 0
6 3 4 0
6 3 14 1
6 3 6 0
6 3 12 1
6 3 12 0
6 3 4 0
6 3 8 0
6 3 14 0
6 3 6 0
6 3 8 1
6 3 6 0
6 3 8 2
6 3 12 1
6 3 6 1
6 3 8 0
6 3 10 0
6 3 10 0
6 3 10 0
6 3 10 0
6 3 12 0
6 3 12 0
6 3 14 2
6 3 8 0
6 3 14 1
6 3 0 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 4 0
6 3 8 0
6 3 10 0
6 3 12 1
6 3 4 0
6 3 8 1
6 3 8 0
6 3 4 0
6 3 6 0
6 3 12 0
6 3 14 0
6 3 8 0
6 3 6 0
6 3 12 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 8 0
6 3 10 0
6 3 0 0
6 3 6 0
6 3 6 0
6 3 6 0
6 3 4 0
6 3 6 0
6 3 2 0
6 3 2 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 4 0
6 3 10 0
6 3 4 0
6 3 4 1
6 3 6 0
6 3 10 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 12 0
6 3 6 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 6 0
6 3 10 1
6 3 4 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 4 0
6 3 12 0
6 3 10 0
6 3 10 0
6 3 10 0
6 3 8 1
6 3 4 0
6 3 12 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 6 1
6 3 8 0
6 3 10 0
6 3 10 0
6 3 10 0
6 3 2 0
6 3 4 0
6 3 10 1
6 3 12 0
6 3 6 0
6 3 6 0
6 3 12 0
6 3 6 0
6 3 4 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 12 0
6 3 4 0
6 3 10 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 6 0
6 3 12 1
6 3 12 1
6 3 8 0
6 3 10 0
6 3 2 0
6 3 10 0
6 3 6 1
6 3 14 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 0 0
6 3 12 0
6 3 12 0
6 3 14 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 6 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 2 0
6 3 10 1
6 3 10 0
6 3 10 0
6 3 4 0
6 3 14 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 4 0
6 3 14 0
6 3 10 0
6 3 4 0
6 3 8 0
6 3 16 0
6 3 8 0
6 3 12 0
6 3 8 0
6 3 10 0
6 3 16 0
6 3 8 0
6 3 14 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 1
6 3 10 0
6 3 14 0
6 3 8 1
6 3 4 0
6 3 4 0
6 3 8 1
6 3 8 0
6 3 6 0
6 3 8 0
6 3 16 1
6 3 8 0
6 3 12 0
6 3 2 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 6 0
6 3 12 0
6 3 10 1
6 3 10 0
6 3 10 0
6 3 10 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 6 0
6 3 14 0
6 3 14 0
6 3 16 0
6 3 4 0
6 3 2 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 4 0
6 3 6 0
6 3 8 1
6 3 8 1
6 3 14 0
6 3 10 0
6 3 8 1
6 3 2 0
6 3 6 1
6 3 12 0
6 3 2 0
6 3 8 0
6 3 12 0
6 3 8 1
6 3 6 0
6 3 6 0
6 3 18 2
6 3 6 0
6 3 10 0
6 3 2 0
6 3 10 0
6 3 12 1
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 4 0
6 3 2 0
6 3 6 1
6 3 10 1
6 3 6 0
6 3 2 0
6 3 6 0
6 3 4 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 18 1
6 3 12 1
6 3 6 0
6 3 8 0
6 3 8 0
6 3 2 0
6 3 14 0
6 3 8 0
6 3 14 0
6 3 10 2
6 3 16 0
6 3 12 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 14 2
6 3 12 0
6 3 8 0
6 3 10 0
6 3 10 0
6 3 2 0
6 3 16 2
6 3 14 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 4 0
6 3 10 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 10 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 0 0
6 3 10 1
6 3 8 0
6 3 10 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 12 0
6 3 10 0
6 3 8 1
6 3 8 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 12 0
6 3 12 0
6 3 6 2
6 3 8 0
6 3 4 0
6 3 6 0
6 3 8 0
6 3 2 1
6 3 10 1
6 3 2 0
6 3 18 0
6 3 4 0
6 3 8 0
6 3 14 1
6 3 6 0
6 3 12 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 2 0
6 3 8 0
6 3 12 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 2 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 2 0
6 3 6 0
6 3 6 0
6 3 16 0
6 3 12 0
6 3 14 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 10 0
6 3 2 0
6 3 4 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 8 2
6 3 10 0
6 3 12 0
6 3 8 1
6 3 8 0
6 3 2 0
6 3 12 1
6 3 8 0
6 3 2 0
6 3 12 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 14 0
6 3 12 0
6 3 10 1
6 3 4 0
6 3 4 0
6 3 4 0
6 3 4 0
6 3 12 0
6 3 10 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 12 1
6 3 6 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 10 0
6 3 4 0
6 3 12 0
6 3 8 0
6 3 14 0
6 3 6 0
6 3 4 0
6 3 6 0
6 3 10 0
6 3 0 0
6 3 4 0
6 3 2 0
6 3 4 0
6 3 6 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 4 0
6 3 8 0
6 3 6 0
6 3 14 0
6 3 8 0
6 3 16 0
6 3 2 1
6 3 4 0
6 3 6 1
6 3 4 0
6 3 8 0
6 3 12 0
6 3 12 0
6 3 10 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 14 0
6 3 14 1
6 3 8 0
6 3 4 0
6 3 2 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 8 0
6 3 10 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 12 0
6 3 6 0
6 3 12 0
6 3 2 0
6 3 4 0
6 3 10 0
6 3 0 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 10 1
6 3 12 0
6 3 2 0
6 3 8 1
6 3 12 0
6 3 4 0
6 3 6 0
6 3 2 0
6 3 6 0
6 3 4 0
6 3 6 0
6 3 2 0
6 3 8 0
6 3 2 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 10 2
6 3 10 0
6 3 10 0
6 3 16 0
6 3 6 0
6 3 4 0
6 3 12 0
6 3 2 0
6 3 8 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 10 0
6 3 10 0
6 3 10 0
6 3 4 0
6 3 12 0
6 3 6 0
6 3 10 0
6 3 8 0
6 3 4 0
6 3 10 0
6 3 12 0
6 3 10 2
6 3 14 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 10 1
6 3 14 0
6 3 8 0
6 3 10 0
6 3 12 0
6 3 4 0
6 3 4 0
6 3 2 0
6 3 8 0
6 3 10 0
6 3 4 0
6 3 10 0
6 3 10 0
6 3 4 0
6 3 10 2
6 3 10 0
6 3 10 0
6 3 12 0
6 3 10 0
6 3 14 0
6 3 4 0
6 3 0 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 12 0
6 3 4 0
6 3 10 0
6 3 2 0
6 3 12 0
6 3 14 0
6 3 14 0
6 3 10 0
6 3 4 0
6 3 6 0
6 3 14 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 4 1
6 3 6 0
6 3 4 0
6 3 14 0
6 3 16 0
6 3 12 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 8 0
6 3 16 0
6 3 12 0
6 3 2 0
6 3 4 0
6 3 8 0
6 3 6 0
6 3 8 3
6 3 4 0
6 3 8 0
6 3 10 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 10 0
6 3 8 0
6 3 2 0
6 3 2 0
6 3 2 0
6 3 8 0
6 3 10 0
6 3 2 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 14 0
6 3 4 0
6 3 4 0
6 3 4 0
6 3 14 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 12 0
6 3 0 0
6 3 16 0
6 3 10 0
6 3 4 0
6 3 12 0
6 3 4 1
6 3 8 0
6 3 12 0
6 3 6 0
6 3 8 0
6 3 4 0
6 3 10 0
6 3 10 1
6 3 12 0
6 3 2 0
6 3 4 0
6 3 10 1
6 3 10 0
6 3 8 0
6 3 4 0
6 3 2 0
6 3 6 1
6 3 4 0
6 3 4 0
6 3 4 0
6 3 10 0
6 3 6 0
6 3 8 1
6 3 6 0
6 3 10 1
6 3 6 0
6 3 4 0
6 3 10 0
6 3 4 0
6 3 10 1
6 3 12 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 2 0
6 3 10 0
6 3 10 0
6 3 6 0
6 3 10 0
6 3 4 1
6 3 8 0
6 3 8 2
6 3 6 0
6 3 6 1
6 3 10 0
6 3 8 0
6 3 10 1
6 3 10 1
6 3 14 0
6 3 10 0
6 3 10 1
6 3 4 0
6 3 2 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 4 0
6 3 12 0
6 3 8 0
6 3 12 0
6 3 10 0
6 3 12 0
6 3 0 0
6 3 8 0
6 3 2 0
6 3 12 0
6 3 14 0
6 3 10 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 14 0
6 3 4 0
6 3 14 0
6 3 16 0
6 3 4 0
6 3 10 0
6 3 4 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 0 0
6 3 10 0
6 3 10 1
6 3 6 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 0 0
6 3 8 0
6 3 4 0
6 3 18 0
6 3 0 0
6 3 2 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 2 0
6 3 8 0
6 3 6 0
6 3 2 0
6 3 10 0
6 3 12 0
6 3 18 0
6 3 8 0
6 3 8 0
6 3 4 1
6 3 18 0
6 3 14 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 2 0
6 3 18 0
6 3 8 0
6 3 10 0
6 3 10 1
6 3 10 1
6 3 6 0
6 3 10 0
6 3 8 0
6 3 2 0
6 3 8 0
6 3 8 0
6 3 14 0
6 3 18 0
6 3 14 0
6 3 10 0
6 3 8 1
6 3 8 0
6 3 16 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 10 1
6 3 6 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 8 0
6 3 14 0
6 3 6 0
6 3 8 0
6 3 6 0
6 3 10 0
6 3 10 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 6 1
6 3 6 0
6 3 8 0
6 3 6 0
6 3 12 1
6 3 10 0
6 3 2 0
6 3 12 0
6 3 16 0
6 3 6 0
6 3 14 0
6 3 6 0
6 3 6 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 8 0
6 3 2 0
6 3 4 0
6 3 2 0
6 3 2 0
6 3 10 0
6 3 0 0
6 3 10 0
6 3 14 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 4 0
6 3 6 0
6 3 12 0
6 3 6 0
6 3 10 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 12 0
6 3 8 0
6 3 16 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 14 0
6 3 10 0
6 3 12 0
6 3 10 0
6 3 18 0
6 3 6 0
6 3 10 0
6 3 2 0
6 3 4 0
6 3 14 0
6 3 8 0
6 3 10 0
6 3 10 0
6 3 14 0
6 3 18 1
6 3 16 0
6 3 4 0
6 3 8 1
6 3 2 0
6 3 8 0
6 3 12 0
6 3 4 0
6 3 8 0
6 3 10 0
6 3 8 0
6 3 12 0
6 3 8 0
6 3 10 0
6 3 12 0
6 3 0 0
6 3 8 0
6 3 10 0
6 3 6 0
6 3 6 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 12 0
6 3 8 0
6 3 4 0
6 3 4 0
6 3 12 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 4 0
6 3 8 0
6 3 12 0
6 3 8 0
6 3 6 0
6 3 12 0
6 3 8 0
6 3 2 0
6 3 4 0
6 3 10 0
6 3 12 0
6 3 8 0
6 3 4 0
6 3 6 0
6 3 14 0
6 3 8 0
6 3 4 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 8 0
6 3 8 0
6 3 6 0
6 3 6 0
6 3 8 1
6 3 12 1
6 3 10 1
6 3 8 0
6 3 8 0
6 3 6 0
6 3 4 0
6 3 12 0
6 3 8 0
6 3 4 0
6 3 10 0
6 3 8 0
