5 6 41 0
5 6 69 2
5 6 67 1
5 6 67 3
5 6 69 4
5 6 59 1
5 6 45 1
5 6 67 3
5 6 71 3
5 6 63 3
5 6 47 3
5 6 47 3
5 6 61 1
5 6 65 1
5 6 45 1
5 6 51 0
5 6 57 3
5 6 43 1
5 6 71 1
5 6 57 0
5 6 47 2
5 6 47 4
5 6 43 1
5 6 51 1
5 6 49 0
5 6 71 4
5 6 71 0
5 6 67 3
5 6 47 0
5 6 73 7
5 6 49 0
5 6 55 1
5 6 53 2
5 6 61 1
5 6 62 2
5 6 59 1
5 6 55 1
5 6 49 1
5 6 39 2
5 6 79 2
5 6 55 1
5 6 59 1
5 6 65 1
5 6 51 1
5 6 53 1
5 6 51 3
5 6 47 0
5 6 57 0
5 6 59 1
5 6 63 2
5 6 53 4
5 6 61 1
5 6 33 0
5 6 65 0
5 6 51 2
5 6 47 2
5 6 59 0
5 6 49 1
5 6 59 1
5 6 53 3
5 6 45 0
5 6 57 1
5 6 43 0
5 6 51 3
5 6 61 8
5 6 65 4
5 6 67 0
5 6 43 0
5 6 57 2
5 6 73 1
5 6 61 3
5 6 41 0
5 6 59 2
5 6 67 2
5 6 57 3
5 6 53 1
5 6 59 0
5 6 57 3
5 6 61 1
5 6 59 2
5 6 57 1
5 6 71 1
5 6 43 0
5 6 59 0
5 6 51 5
5 6 61 1
5 6 53 3
5 6 55 0
5 6 47 1
5 6 53 0
5 6 51 3
5 6 61 2
5 6 51 0
5 6 69 6
5 6 59 2
5 6 57 0
5 6 53 0
5 6 73 3
5 6 49 3
5 6 53 2
5 6 65 1
5 6 59 6
5 6 35 0
5 6 57 3
5 6 71 0
5 6 49 1
5 6 45 0
5 6 37 0
5 6 77 4
5 6 51 1
5 6 53 0
5 6 51 2
5 6 57 5
5 6 37 0
5 6 53 0
5 6 57 2
5 6 45 0
5 6 37 2
5 6 51 1
5 6 65 6
5 6 75 2
5 6 49 4
5 6 71 1
5 6 49 2
5 6 51 3
5 6 57 2
5 6 51 1
5 6 61 1
5 6 49 2
5 6 69 4
5 6 61 3
5 6 43 0
5 6 67 3
5 6 53 1
5 6 47 3
5 6 49 0
5 6 51 0
5 6 59 1
5 6 55 1
5 6 43 0
5 6 65 1
5 6 71 2
5 6 67 2
5 6 35 1
5 6 61 1
5 6 59 2
5 6 53 4
5 6 41 2
5 6 39 2
5 6 27 0
5 6 55 1
5 6 45 2
5 6 57 2
5 6 53 0
5 6 47 2
5 6 61 1
5 6 53 0
5 6 55 1
5 6 43 0
5 6 71 0
5 6 41 0
5 6 51 0
5 6 45 3
5 6 37 0
5 6 51 1
5 6 51 7
5 6 59 3
5 6 57 5
5 6 43 2
5 6 47 4
5 6 51 1
5 6 69 1
5 6 61 1
5 6 55 1
5 6 67 0
5 6 47 3
5 6 49 1
5 6 67 0
5 6 51 3
5 6 55 1
5 6 67 0
5 6 51 0
5 6 51 0
5 6 55 0
5 6 57 1
5 6 43 1
5 6 49 1
5 6 45 0
5 6 43 0
5 6 65 1
5 6 75 2
5 6 59 0
5 6 53 0
5 6 43 0
5 6 59 1
5 6 53 0
5 6 47 1
5 6 57 3
5 6 51 2
5 6 49 1
5 6 63 2
5 6 35 0
5 6 61 4
5 6 55 1
5 6 39 3
5 6 53 1
5 6 79 2
5 6 43 0
5 6 65 0
5 6 47 0
5 6 73 2
5 6 69 4
5 6 29 2
5 6 41 0
5 6 77 6
5 6 51 2
5 6 59 2
5 6 53 1
5 6 57 2
5 6 69 2
5 6 65 3
5 6 51 2
5 6 49 3
5 6 37 4
5 6 39 0
5 6 53 3
5 6 69 6
5 6 57 1
5 6 61 1
5 6 59 2
5 6 81 0
5 6 49 2
5 6 55 1
5 6 57 5
5 6 57 6
5 6 53 1
5 6 53 0
5 6 57 2
5 6 47 5
5 6 41 2
5 6 61 2
5 6 53 0
5 6 35 0
5 6 65 1
5 6 73 5
5 6 53 4
5 6 57 0
5 6 71 4
5 6 69 1
5 6 49 0
5 6 71 0
5 6 49 0
5 6 49 5
5 6 53 1
5 6 63 1
5 6 55 0
5 6 39 0
5 6 53 1
5 6 41 1
5 6 59 3
5 6 65 0
5 6 55 1
5 6 67 2
5 6 37 1
5 6 65 1
5 6 45 3
5 6 59 1
5 6 51 2
5 6 39 1
5 6 63 6
5 6 55 0
5 6 71 0
5 6 59 1
5 6 63 0
5 6 53 2
5 6 55 0
5 6 71 1
5 6 69 2
5 6 61 1
5 6 63 0
5 6 51 4
5 6 69 1
5 6 41 2
5 6 53 1
5 6 53 2
5 6 49 4
5 6 31 0
5 6 61 1
5 6 71 5
5 6 59 4
5 6 55 1
5 6 43 3
5 6 49 2
5 6 49 1
5 6 57 1
5 6 67 2
5 6 45 0
5 6 51 1
5 6 59 1
5 6 43 2
5 6 71 4
5 6 61 2
5 6 57 0
5 6 55 1
5 6 51 1
5 6 69 1
5 6 39 0
5 6 69 2
5 6 39 0
5 6 51 2
5 6 47 0
5 6 69 1
5 6 55 1
5 6 49 1
5 6 53 1
5 6 51 3
5 6 57 3
5 6 61 3
5 6 61 4
5 6 57 3
5 6 73 3
5 6 39 3
5 6 59 2
5 6 67 4
5 6 55 6
5 6 65 3
5 6 67 4
5 6 45 0
5 6 39 0
5 6 55 2
5 6 55 3
5 6 59 4
5 6 45 0
5 6 35 1
5 6 53 0
5 6 57 3
5 6 63 0
5 6 49 0
5 6 65 2
5 6 65 3
5 6 55 3
5 6 57 0
5 6 59 5
5 6 45 2
5 6 69 3
5 6 47 1
5 6 43 2
5 6 49 4
5 6 59 0
5 6 49 0
5 6 57 1
5 6 61 2
5 6 61 0
5 6 63 0
5 6 59 1
5 6 55 1
5 6 59 1
5 6 83 2
5 6 57 4
5 6 45 2
5 6 57 5
5 6 57 3
5 6 51 2
5 6 53 0
5 6 57 2
5 6 55 0
5 6 63 2
5 6 73 0
5 6 57 0
5 6 47 2
5 6 65 2
5 6 59 1
5 6 61 1
5 6 55 4
5 6 71 0
5 6 65 3
5 6 69 0
5 6 63 1
5 6 67 4
5 6 55 2
5 6 67 2
5 6 67 0
5 6 69 0
5 6 59 2
5 6 39 4
5 6 73 2
5 6 67 1
5 6 73 2
5 6 63 0
5 6 63 2
5 6 67 5
5 6 41 2
5 6 61 0
5 6 47 2
5 6 59 1
5 6 55 2
5 6 63 2
5 6 57 0
5 6 55 4
5 6 53 2
5 6 49 0
5 6 69 1
5 6 61 1
5 6 65 2
5 6 41 0
5 6 49 1
5 6 47 0
5 6 53 1
5 6 51 0
5 6 57 3
5 6 59 3
5 6 55 0
5 6 41 1
5 6 57 4
5 6 59 2
5 6 35 0
5 6 57 3
5 6 43 0
5 6 65 0
5 6 59 1
5 6 67 2
5 6 85 3
5 6 47 1
5 6 55 1
5 6 59 2
5 6 55 1
5 6 43 0
5 6 49 0
5 6 63 2
5 6 49 0
5 6 63 0
5 6 55 6
5 6 65 2
5 6 37 2
5 6 43 2
5 6 67 0
5 6 51 3
5 6 57 1
5 6 69 0
5 6 55 0
5 6 47 1
5 6 69 2
5 6 65 0
5 6 49 0
5 6 75 5
5 6 45 2
5 6 55 3
5 6 53 1
5 6 65 6
5 6 53 0
5 6 53 2
5 6 55 0
5 6 61 0
5 6 55 0
5 6 43 3
5 6 67 3
5 6 53 0
5 6 59 0
5 6 79 7
5 6 39 0
5 6 61 3
5 6 61 1
5 6 65 2
5 6 51 0
5 6 65 1
5 6 41 0
5 6 43 2
5 6 55 0
5 6 55 0
5 6 47 0
5 6 61 1
5 6 59 0
5 6 41 7
5 6 55 0
5 6 69 4
5 6 55 3
5 6 53 2
5 6 75 2
5 6 75 2
5 6 63 4
5 6 59 4
5 6 59 1
5 6 51 1
5 6 69 3
5 6 75 0
5 6 75 0
5 6 43 2
5 6 71 2
5 6 67 0
5 6 47 0
5 6 69 1
5 6 57 1
5 6 55 1
5 6 59 1
5 6 59 3
5 6 57 1
5 6 59 4
5 6 73 4
5 6 55 0
5 6 59 2
5 6 47 1
5 6 55 0
5 6 67 3
5 6 51 0
5 6 39 1
5 6 49 2
5 6 57 1
5 6 57 2
5 6 45 3
5 6 47 2
5 6 49 1
5 6 51 3
5 6 61 1
5 6 51 2
5 6 61 2
5 6 43 1
5 6 77 1
5 6 61 2
5 6 61 2
5 6 75 0
5 6 45 3
5 6 49 1
5 6 55 6
5 6 47 2
5 6 51 0
5 6 61 0
5 6 47 0
5 6 57 4
5 6 67 2
5 6 49 4
5 6 51 0
5 6 67 3
5 6 67 1
5 6 39 0
5 6 63 0
5 6 55 1
